label,R,G,B,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,214.6939437585734,207.0946193415638,197.0972427983539,0.3842573509956181,0.3940660979994848,0.3748993461477437,0.39199554089221145,2.0996787603930964,2.0406110075147628,2.1792766096337943,2.0516061537087174,9.385678210678433,8.596042400156003,9.984708479351507,8.4752744491905
1,214.6939437585734,207.0946193415638,197.0972427983539,0.3748993461477437,0.39199554089221145,0.3842573509956181,0.3940660979994848,2.1792766096337943,2.0516061537087174,2.0996787603930964,2.0406110075147628,9.984708479351507,8.4752744491905,9.385678210678433,8.596042400156003
1,198.56012860082305,193.56327331961592,184.69661608367628,0.535490611133508,0.5733718904338877,0.5286368679768929,0.5625296343700827,1.201600185528771,1.0593158976534889,1.2306019377448043,1.0952354366492791,3.3156522710094554,2.5059424981597354,3.1651257472686223,2.51663186573913
1,198.56012860082305,193.56327331961592,184.69661608367628,0.5286368679768929,0.5625296343700827,0.535490611133508,0.5733718904338877,1.2306019377448043,1.0952354366492791,1.201600185528771,1.0593158976534889,3.1651257472686223,2.51663186573913,3.3156522710094554,2.5059424981597354
1,196.03846793552813,190.84503086419753,183.27978652263374,0.5140385377678327,0.5431261374730398,0.509440049649108,0.5360539505774617,1.3105467944753748,1.1919155913595136,1.3282871229299875,1.2180871486230065,3.637664914450656,2.9399505772430183,3.5738464577750575,2.9952243564691456
1,196.03846793552813,190.84503086419753,183.27978652263374,0.509440049649108,0.5360539505774617,0.5140385377678327,0.5431261374730398,1.3282871229299875,1.2180871486230065,1.3105467944753748,1.1919155913595136,3.5738464577750575,2.9952243564691456,3.637664914450656,2.9399505772430183
1,200.0635982510288,201.93083847736625,193.52299639917695,0.6078137630576358,0.6438206098154677,0.6088616667874907,0.6451708310498758,1.0586743283172213,0.9176433401675288,1.090490792276543,0.9225770265778162,5.726727307084548,4.2416578698052785,6.859634611420444,4.3898539907115035
1,200.0635982510288,201.93083847736625,193.52299639917695,0.6088616667874907,0.6451708310498758,0.6078137630576358,0.6438206098154677,1.090490792276543,0.9225770265778162,1.0586743283172213,0.9176433401675288,6.859634611420444,4.3898539907115035,5.726727307084548,4.2416578698052785
1,182.46888203017832,178.02405949931412,168.0375925925926,0.5057471438707477,0.5409790975353561,0.5063244722090592,0.5296238172507091,1.3331074348931606,1.18831496228014,1.3322235965093259,1.231401402286974,3.7555993609565532,2.9853466765042573,3.82451556380132,3.0979256013144845
1,182.46888203017832,178.02405949931412,168.0375925925926,0.5063244722090592,0.5296238172507091,0.5057471438707477,0.5409790975353561,1.3322235965093259,1.231401402286974,1.3331074348931606,1.18831496228014,3.82451556380132,3.0979256013144845,3.7555993609565532,2.9853466765042573
