label,R,G,B,correlation 0,correlation 45,correlation 90,correlation 135,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,214.6939437585734,207.0946193415638,197.0972427983539,0.9918039668870017,0.9924933335445815,0.9912806247234999,0.992598794106305,2.0996787603930964,2.0406110075147628,2.1792766096337943,2.0516061537087174,9.385678210678433,8.596042400156003,9.984708479351507,8.4752744491905
1,214.6939437585734,207.0946193415638,197.0972427983539,0.9912806247234999,0.992598794106305,0.9918039668870017,0.9924933335445815,2.1792766096337943,2.0516061537087174,2.0996787603930964,2.0406110075147628,9.984708479351507,8.4752744491905,9.385678210678433,8.596042400156003
1,198.56012860082305,193.56327331961592,184.69661608367628,0.9942357211933509,0.9956445920274943,0.9945004451555408,0.9956260151188272,1.201600185528771,1.0593158976534889,1.2306019377448043,1.0952354366492791,3.3156522710094554,2.5059424981597354,3.1651257472686223,2.51663186573913
1,198.56012860082305,193.56327331961592,184.69661608367628,0.9945004451555408,0.9956260151188272,0.9942357211933509,0.9956445920274943,1.2306019377448043,1.0952354366492791,1.201600185528771,1.0593158976534889,3.1651257472686223,2.51663186573913,3.3156522710094554,2.5059424981597354
1,196.03846793552813,190.84503086419753,183.27978652263374,0.9948506415367472,0.9958394125373632,0.9949437039362254,0.9957611907633391,1.3105467944753748,1.1919155913595136,1.3282871229299875,1.2180871486230065,3.637664914450656,2.9399505772430183,3.5738464577750575,2.9952243564691456
1,196.03846793552813,190.84503086419753,183.27978652263374,0.9949437039362254,0.9957611907633391,0.9948506415367472,0.9958394125373632,1.3282871229299875,1.2180871486230065,1.3105467944753748,1.1919155913595136,3.5738464577750575,2.9952243564691456,3.637664914450656,2.9399505772430183
1,200.0635982510288,201.93083847736625,193.52299639917695,0.9971938313604132,0.9979217619330181,0.9966394385218014,0.997849151719842,1.0586743283172213,0.9176433401675288,1.090490792276543,0.9225770265778162,5.726727307084548,4.2416578698052785,6.859634611420444,4.3898539907115035
1,200.0635982510288,201.93083847736625,193.52299639917695,0.9966394385218014,0.997849151719842,0.9971938313604132,0.9979217619330181,1.090490792276543,0.9225770265778162,1.0586743283172213,0.9176433401675288,6.859634611420444,4.3898539907115035,5.726727307084548,4.2416578698052785
1,182.46888203017832,178.02405949931412,168.0375925925926,0.9928458458571641,0.9943136790276493,0.9927159847245156,0.9940992475576051,1.3331074348931606,1.18831496228014,1.3322235965093259,1.231401402286974,3.7555993609565532,2.9853466765042573,3.82451556380132,3.0979256013144845
1,182.46888203017832,178.02405949931412,168.0375925925926,0.9927159847245156,0.9940992475576051,0.9928458458571641,0.9943136790276493,1.3322235965093259,1.231401402286974,1.3331074348931606,1.18831496228014,3.82451556380132,3.0979256013144845,3.7555993609565532,2.9853466765042573
1,181.8478540809328,176.67300754458162,168.13076560356652,0.9954852042850749,0.9960613463373283,0.9948525157613721,0.9961705276993975,0.9501296983439962,0.8903010630960403,1.023894557823142,0.8920335222690079,2.000554009482608,1.7457236087717218,2.2821282553425584,1.697332425159388
1,181.8478540809328,176.67300754458162,168.13076560356652,0.9948525157613721,0.9961705276993975,0.9954852042850749,0.9960613463373283,1.023894557823142,0.8920335222690079,0.9501296983439962,0.8903010630960403,2.2821282553425584,1.697332425159388,2.000554009482608,1.7457236087717218
1,190.8194384430727,185.49695901920438,178.26934670781893,0.9939576335377739,0.9946667966094727,0.9931819167467719,0.9947655560424374,1.0769197072768617,1.0187650151472036,1.157576616505201,1.0304060757179938,2.5819719301862523,2.279790868041925,2.915616195973364,2.2375753817293753
1,190.8194384430727,185.49695901920438,178.26934670781893,0.9931819167467719,0.9947655560424374,0.9939576335377739,0.9946667966094727,1.157576616505201,1.0304060757179938,1.0769197072768617,1.0187650151472036,2.915616195973364,2.2375753817293753,2.5819719301862523,2.279790868041925
1,218.79122256515774,211.29091735253772,202.46893861454046,0.9914553353399422,0.9922962658513632,0.9910833081070913,0.9922795192247557,2.136809420738042,2.090575748491931,2.2053296571154175,2.0982116245691347,10.018536556036787,9.032391059926624,10.454551467051632,9.052024451982039
1,218.79122256515774,211.29091735253772,202.46893861454046,0.9910833081070913,0.9922795192247557,0.9914553353399422,0.9922962658513632,2.2053296571154175,2.0982116245691347,2.136809420738042,2.090575748491931,10.454551467051632,9.052024451982039,10.018536556036787,9.032391059926624
1,178.21680984224966,173.3278420781893,166.2986865569273,0.9955852419743301,0.9966486458158552,0.9955352680390169,0.9965524391554392,0.9374338624338726,0.8218178195064408,0.9533146086717599,0.8396654988099498,1.9889816532673887,1.510407209503872,2.012881364667097,1.5537667888349527
1,178.21680984224966,173.3278420781893,166.2986865569273,0.9955352680390169,0.9965524391554392,0.9955852419743301,0.9966486458158552,0.9533146086717599,0.8396654988099498,0.9374338624338726,0.8218178195064408,2.012881364667097,1.5537667888349527,1.9889816532673887,1.510407209503872
1,179.49999828532236,174.9657133058985,167.78344735939643,0.9952187603714583,0.9966646281928881,0.9954633958168715,0.9966248161291953,0.8135478939050462,0.7042347761331181,0.8399290524290575,0.7189284692774064,1.9030672369958281,1.3279527176933237,1.8067486085343307,1.3438042467152356
1,179.49999828532236,174.9657133058985,167.78344735939643,0.9954633958168715,0.9966248161291953,0.9952187603714583,0.9966646281928881,0.8399290524290575,0.7189284692774064,0.8135478939050462,0.7042347761331181,1.8067486085343307,1.3438042467152356,1.9030672369958281,1.3279527176933237
1,173.67986282578875,169.21837105624144,160.71782064471878,0.9955382529125983,0.9968646986868098,0.9957245160028719,0.996779608461508,0.8027528688243061,0.6920422833416766,0.8188663849378198,0.6983236288706527,1.71900381364669,1.2081553561504839,1.647788256716836,1.2409449589904475
1,173.67986282578875,169.21837105624144,160.71782064471878,0.9957245160028719,0.996779608461508,0.9955382529125983,0.9968646986868098,0.8188663849378198,0.6983236288706527,0.8027528688243061,0.6920422833416766,1.647788256716836,1.2409449589904475,1.71900381364669,1.2081553561504839
1,170.26871913580246,165.76440672153635,156.96542952674898,0.9918404712157352,0.9932059759013242,0.9912286745354183,0.9933161550733355,1.1630248058819597,1.0693705169290513,1.2078153988868365,1.0745515748028067,2.901592455163912,2.416646553419772,3.120786951144122,2.3774570728912585
1,170.26871913580246,165.76440672153635,156.96542952674898,0.9912286745354183,0.9933161550733355,0.9918404712157352,0.9932059759013242,1.2078153988868365,1.0745515748028067,1.1630248058819597,1.0693705169290513,3.120786951144122,2.3774570728912585,2.901592455163912,2.416646553419772
1,174.184561042524,169.93027177640604,161.98346450617285,0.9955329780400138,0.9966103986902709,0.9949460041629962,0.9966558193921661,0.8753358414072784,0.7553882744208448,0.9166271559128815,0.7592577481810026,1.9375721500721734,1.4706559896103968,2.193405139833733,1.4509495886161017
1,174.184561042524,169.93027177640604,161.98346450617285,0.9949460041629962,0.9966558193921661,0.9955329780400138,0.9966103986902709,0.9166271559128815,0.7592577481810026,0.8753358414072784,0.7553882744208448,2.193405139833733,1.4509495886161017,1.9375721500721734,1.4706559896103968
1,224.89063443072703,216.7739574759945,208.5723602537723,0.9902685710282736,0.9908386113128673,0.9897728211892021,0.9912879625668864,2.213151068508252,2.1786339769858656,2.2711837765409526,2.1719918814059938,10.685100151171813,10.059005824395474,11.228965677180158,9.565626017293665
1,224.89063443072703,216.7739574759945,208.5723602537723,0.9897728211892021,0.9912879625668864,0.9902685710282736,0.9908386113128673,2.2711837765409526,2.1719918814059938,2.213151068508252,2.1786339769858656,11.228965677180158,9.565626017293665,10.685100151171813,10.059005824395474
1,182.4948774005487,177.58281978737998,168.90440157750342,0.9946468222586501,0.9959229412429416,0.9941176249358467,0.9956907109806074,1.065283790283805,0.9459149780844286,1.110520167663036,0.9673581328951594,2.6799216656359803,2.0416709255214287,2.9466089466089738,2.157965575855851
1,182.4948774005487,177.58281978737998,168.90440157750342,0.9941176249358467,0.9956907109806074,0.9946468222586501,0.9959229412429416,1.110520167663036,0.9673581328951594,1.065283790283805,0.9459149780844286,2.9466089466089738,2.157965575855851,2.6799216656359803,2.0416709255214287
1,180.52128943758572,174.67890346364882,166.03798782578875,0.9949746763325501,0.9961896947419946,0.9949627206217881,0.9961400620878414,1.1638888888888994,1.0306465757519212,1.173954682883263,1.0456048189335287,3.153375592661353,2.391651728465144,3.1627405002405307,2.422805931074396
1,180.52128943758572,174.67890346364882,166.03798782578875,0.9949627206217881,0.9961400620878414,0.9949746763325501,0.9961896947419946,1.173954682883263,1.0456048189335287,1.1638888888888994,1.0306465757519212,3.1627405002405307,2.422805931074396,3.153375592661353,2.391651728465144
1,173.65322702331963,169.2195353223594,160.19134002057612,0.9920407148099014,0.9934072229612324,0.9914525076548487,0.9932786516845015,1.166944100872685,1.091372834318664,1.2525012025012108,1.098684035350063,3.210046897546934,2.659498334107789,3.448740809455125,2.7113656021390664
1,173.65322702331963,169.2195353223594,160.19134002057612,0.9914525076548487,0.9932786516845015,0.9920407148099014,0.9934072229612324,1.2525012025012108,1.098684035350063,1.166944100872685,1.091372834318664,3.448740809455125,2.7113656021390664,3.210046897546934,2.659498334107789
1,185.01849279835392,181.95669410150893,170.65083419067216,0.9963949771389145,0.9971645793016924,0.9960559728158517,0.9969588099191999,0.8878057788772138,0.8055935154319416,0.9380686112829039,0.8255936700391046,1.805711021782466,1.4202102485653707,1.975485295128163,1.5232773970337703
1,185.01849279835392,181.95669410150893,170.65083419067216,0.9960559728158517,0.9969588099191999,0.9963949771389145,0.9971645793016924,0.9380686112829039,0.8255936700391046,0.8878057788772138,0.8055935154319416,1.975485295128163,1.5232773970337703,1.805711021782466,1.4202102485653707
1,174.8275591563786,171.16844735939642,161.35745627572015,0.9931967057732864,0.9949156667439861,0.9926629248620241,0.9945102326482499,1.0545892599464135,0.9298847918944592,1.1072416340273563,0.9621349875154669,2.498616264687721,1.8677249813397705,2.6959106369820773,2.0166623577077174
1,174.8275591563786,171.16844735939642,161.35745627572015,0.9926629248620241,0.9945102326482499,0.9931967057732864,0.9949156667439861,1.1072416340273563,0.9621349875154669,1.0545892599464135,0.9298847918944592,2.6959106369820773,2.0166623577077174,2.498616264687721,1.8677249813397705
1,173.40912722908092,170.49340192043897,160.9014188957476,0.992375980073356,0.9941173857838409,0.9923498440618789,0.9941644375575206,1.0966836734693983,0.9737837784444934,1.118901601044466,0.9807668687153204,2.5272581254724305,1.9502791947715226,2.536611008039598,1.9346827675713165
1,173.40912722908092,170.49340192043897,160.9014188957476,0.9923498440618789,0.9941644375575206,0.992375980073356,0.9941173857838409,1.118901601044466,0.9807668687153204,1.0966836734693983,0.9737837784444934,2.536611008039598,1.9346827675713165,2.5272581254724305,1.9502791947715226
1,184.75052554869686,177.83811899862826,168.53392232510288,0.9932830962193427,0.9945752405235062,0.9925401519733243,0.9943890475328109,1.24574829931975,1.1567862667609132,1.3404521404521577,1.183146788336771,3.777963306534816,3.051900766250278,4.19784065141215,3.156652273884864
1,184.75052554869686,177.83811899862826,168.53392232510288,0.9925401519733243,0.9943890475328109,0.9932830962193427,0.9945752405235062,1.3404521404521577,1.183146788336771,1.24574829931975,1.1567862667609132,4.19784065141215,3.156652273884864,3.777963306534816,3.051900766250278
1,173.23894804526748,165.49597650891633,158.79934670781893,0.9937802747738506,0.9948931273548144,0.9932775764129833,0.9946813881216142,1.1189290867862403,1.041464782635207,1.159483439840591,1.0470383709214803,2.7978458049886896,2.297745913432011,3.0252946127946325,2.393015707228994
1,173.23894804526748,165.49597650891633,158.79934670781893,0.9932775764129833,0.9946813881216142,0.9937802747738506,0.9948931273548144,1.159483439840591,1.0470383709214803,1.1189290867862403,1.041464782635207,3.0252946127946325,2.393015707228994,2.7978458049886896,2.297745913432011
1,196.20466392318244,194.2344170096022,188.64355795610425,0.996325086692489,0.9975130799354235,0.9965476466150492,0.9973403001574966,1.4073120662406593,1.1459225366569281,1.3238473167044853,1.258047088188784,5.118792517006847,3.4640765958251007,4.808907098192868,3.704744979776531
1,196.20466392318244,194.2344170096022,188.64355795610425,0.9965476466150492,0.9973403001574966,0.996325086692489,0.9975130799354235,1.3238473167044853,1.258047088188784,1.4073120662406593,1.1459225366569281,4.808907098192868,3.704744979776531,5.118792517006847,3.4640765958251007
1,184.10500171467763,184.332390260631,175.4166383744856,0.9947404320108398,0.9967324397001139,0.9943062248997444,0.995989339967906,1.1467017109874595,0.9808828240888198,1.1744863602006874,0.9963323744825926,4.843750429464851,3.0085884279972746,5.241390091390268,3.6927929870189913
1,184.10500171467763,184.332390260631,175.4166383744856,0.9943062248997444,0.995989339967906,0.9947404320108398,0.9967324397001139,1.1744863602006874,0.9963323744825926,1.1467017109874595,0.9808828240888198,5.241390091390268,3.6927929870189913,4.843750429464851,3.0085884279972746
1,167.6730606995885,167.17937414266117,170.69194530178328,0.9961688414419765,0.9973081573021076,0.996658240238481,0.9973046260406989,1.4689857761286536,1.2283470518560955,1.2912990448704948,1.222853343938229,4.953981996839221,3.48077760532397,4.321198378341293,3.4853436702538194
1,167.6730606995885,167.17937414266117,170.69194530178328,0.996658240238481,0.9973046260406989,0.9961688414419765,0.9973081573021076,1.2912990448704948,1.222853343938229,1.4689857761286536,1.2283470518560955,4.321198378341293,3.4853436702538194,4.953981996839221,3.48077760532397
1,219.14848679698216,212.9273559670782,203.58633487654322,0.9913959511868426,0.9920227011193947,0.9907443583107852,0.991983158529758,2.1430349412492653,2.082949320630349,2.222665429808322,2.0971645904928566,9.289286573215316,8.612611134636253,9.992726585583922,8.6553016085158
1,219.14848679698216,212.9273559670782,203.58633487654322,0.9907443583107852,0.991983158529758,0.9913959511868426,0.9920227011193947,2.222665429808322,2.0971645904928566,2.1430349412492653,2.082949320630349,9.992726585583922,8.6553016085158,9.289286573215316,8.612611134636253
1,217.42944615912208,210.9795901920439,201.90159293552813,0.990092444924795,0.9909612171554948,0.9896977955070252,0.99106448026554,2.104237098879996,2.0266293662566395,2.157852332852368,2.0434420364855685,9.112367724867937,8.312843303061845,9.474206349206492,8.217873275378562
1,217.42944615912208,210.9795901920439,201.90159293552813,0.9896977955070252,0.99106448026554,0.990092444924795,0.9909612171554948,2.157852332852368,2.0434420364855685,2.104237098879996,2.0266293662566395,9.474206349206492,8.217873275378562,9.112367724867937,8.312843303061845
1,221.09371484910838,213.11542952674898,204.5387079903978,0.9908171591306851,0.9918273663115698,0.9906927032801397,0.9917065482070578,2.206779529993871,2.102973525240904,2.2202887720745306,2.128820407458588,9.94648611970063,8.852390527390824,10.081772658558604,8.983251749423026
1,221.09371484910838,213.11542952674898,204.5387079903978,0.9906927032801397,0.9917065482070578,0.9908171591306851,0.9918273663115698,2.2202887720745306,2.128820407458588,2.206779529993871,2.102973525240904,10.081772658558604,8.983251749423026,9.94648611970063,8.852390527390824
2,181.6732733196159,179.34309842249658,177.34626800411522,0.9938044957022705,0.9960118355435812,0.9951742903386225,0.9963853464768365,1.3270485466914588,1.0834036939087386,1.2384276437848432,1.0749037355667774,12.549585137085439,8.07852412000614,9.77522933415808,7.321931627558222
2,180.86554269547324,179.8747848079561,177.11517403978053,0.9932586374170023,0.9956011387306941,0.9946697147500367,0.9961749821064004,1.2636406582835669,1.0618136622915726,1.2238146773861507,1.0412062450987425,10.4433372844089,6.814492016687292,8.257450353879003,5.925523151993475
2,177.55187757201645,175.19849965706447,180.03243484224967,0.9958050538056584,0.9975803474564082,0.9968162978810877,0.997304811585219,1.3255248058819835,1.1796097199806512,1.406896344396368,1.189329357066098,7.88385126777995,4.547369487932455,5.983222531436865,5.065196982411684
2,175.47165980795612,172.42390003429355,176.38688443072704,0.9958011684438989,0.9973457892168761,0.9965612440063137,0.9973609212798406,1.3864624132481647,1.2619526369540253,1.513870851370881,1.2708099096321037,8.235055486841338,5.205567403999661,6.7441893424037,5.175889699812982
2,173.51562842935527,173.3799039780521,169.81123371056242,0.9923597983780694,0.9950528716673324,0.9939395210449304,0.9946987670497751,1.4111111111111274,1.1387788267205556,1.2951951487665858,1.1564581560003322,19.888773792345443,12.87867116859819,15.77754243111394,13.800496632570173
2,171.65252229080932,170.76568329903978,168.01589163237313,0.9946533779470311,0.9967624233079018,0.9962654470980554,0.996829968192967,1.269849859135609,1.0257163250564025,1.1430959252388455,1.0050977417905669,14.7761183261187,8.947814928352406,10.321729196729375,8.761137943089118
